transaction_id,date,store_location,customer_id,product_name,category,quantity,unit_price,total_amount,status,payment_method,clubcard_member
TXN9181,2023-06-17,Welwyn Garden City,CUST1533,Whole Milk 2L,Grocery,1,1.07,1.07,Fulfilled,Contactless,No
TXN8142,2023-06-17,Watford,CUST2975,Shower Gel 500ml,Health & Beauty,2,1.89,3.78,Fulfilled,Card,Yes
TXN15327,2023-06-17,St Albans,CUST0224,Conditioner 400ml,Health & Beauty,4,3.03,12.12,Fulfilled,Card,No
TXN1708,2023-06-17,Hatfield,CUST0541,Turkey Mince 500g,Meat & Fish,4,3.09,12.36,Fulfilled,Clubcard Pay+,Yes
TXN10263,2023-06-17,Luton,CUST1953,Turkey Mince 500g,Meat & Fish,2,3.12,6.24,Fulfilled,Contactless,Yes
TXN9858,2023-06-17,Stevenage,CUST0073,Whole Milk 2L,Grocery,4,1.11,4.44,Fulfilled,Clubcard Pay+,Yes
TXN1233,2023-06-17,St Albans,CUST0373,Dishwasher Tablets 30pk,Household,1,6.87,6.87,Fulfilled,Clubcard Pay+,Yes
TXN4111,2023-06-17,Hatfield,CUST1151,Pain au Chocolat 4pk,Bakery,1,2.26,2.26,Fulfilled,Cash,No
TXN12444,2023-06-18,St Albans,CUST1445,Shower Gel 500ml,Health & Beauty,2,1.85,3.7,Fulfilled,Clubcard Pay+,Yes
TXN1925,2023-06-18,Welwyn Garden City,CUST2765,Seeded Rolls 4pk,Bakery,2,1.27,2.54,Fulfilled,Card,Yes
TXN4762,2023-06-18,Stevenage,CUST0347,Frozen Chips 1.5kg,Frozen,1,1.93,1.93,Fulfilled,Card,Yes
TXN4965,2023-06-18,Watford,CUST0632,Carrots 1kg,Fresh Produce,3,0.67,2.01,Fulfilled,Card,Yes
TXN15309,2023-06-18,Hatfield,CUST2696,Baked Beans 4pk,Grocery,2,1.28,2.56,Fulfilled,Contactless,Yes
TXN3258,2023-06-18,Hatfield,CUST1073,Turkey Mince 500g,Meat & Fish,2,3.12,6.24,Fulfilled,Cash,No
TXN15882,2023-06-18,Stevenage,CUST0732,Toilet Roll 9pk,Household,2,5.09,10.18,Fulfilled,Contactless,Yes
TXN2716,2023-06-18,Welwyn Garden City,CUST1058,Frozen Berries 500g,Frozen,1,2.24,2.24,Fulfilled,Contactless,Yes
TXN10153,2023-06-18,St Albans,CUST0015,Bananas Bunch,Fresh Produce,1,0.7,0.7,Fulfilled,Contactless,No
TXN4784,2023-06-18,Watford,CUST1872,Frozen Chips 1.5kg,Frozen,3,1.84,5.52,Fulfilled,Card,Yes
TXN6592,2023-06-18,Welwyn Garden City,CUST2569,Frozen Peas 900g,Frozen,1,1.51,1.51,Fulfilled,Card,No
TXN6212,2023-06-18,Hatfield,CUST2472,Veggie Burgers 4pk,Frozen,1,2.74,0.0,Cancelled,Clubcard Pay+,Yes
TXN7599,2023-06-18,Stevenage,CUST0967,Kitchen Roll 6pk,Household,2,3.39,6.78,Fulfilled,Contactless,No
TXN4388,2023-06-18,Welwyn Garden City,CUST2134,Frozen Peas 900g,Frozen,4,1.52,6.08,Fulfilled,Card,No
TXN4776,2023-06-18,Watford,CUST1845,Cherry Tomatoes 300g,Fresh Produce,1,1.16,1.16,Fulfilled,Card,Yes
TXN8279,2023-06-18,Stevenage,CUST2712,Muffins 4pk,Bakery,6,2.02,12.12,Fulfilled,Card,No
TXN12620,2023-06-18,Stevenage,CUST2879,Cheddar Cheese 400g,Grocery,5,2.52,12.6,Fulfilled,Card,No
TXN10082,2023-06-18,Hatfield,CUST1797,Baked Beans 4pk,Grocery,3,1.3,3.9,Fulfilled,Clubcard Pay+,Yes
TXN6100,2023-06-18,St Albans,CUST1268,Bananas Bunch,Fresh Produce,1,0.67,0.67,Fulfilled,Contactless,No
TXN12606,2023-06-18,St Albans,CUST0587,Bacon Rashers 200g,Meat & Fish,1,2.36,2.36,Fulfilled,Clubcard Pay+,No
TXN10460,2023-06-18,Luton,CUST2465,Cod Fillets 300g,Meat & Fish,2,3.81,7.62,Fulfilled,Contactless,Yes
TXN9818,2023-06-18,Stevenage,CUST0295,Cherry Tomatoes 300g,Fresh Produce,4,1.16,4.64,Fulfilled,Card,No
TXN3452,2023-06-18,Stevenage,CUST2271,Sparkling Water 6pk,Drinks,1,2.28,2.28,Fulfilled,Cash,Yes
TXN3870,2023-06-18,Hemel Hempstead,CUST0621,Rice 1kg,Grocery,1,1.35,1.35,Fulfilled,Card,Yes
TXN11412,2023-06-18,Hatfield,CUST1779,Baked Beans 4pk,Grocery,1,1.28,1.28,Fulfilled,Card,No
TXN5637,2023-06-18,Luton,CUST1492,Apples 6pk,Fresh Produce,3,1.25,3.75,Fulfilled,Contactless,No
TXN4375,2023-06-18,Watford,CUST1897,Instant Coffee 200g,Drinks,1,3.83,3.83,Fulfilled,Card,Yes
TXN9944,2023-06-18,Hatfield,CUST1831,Bananas Bunch,Fresh Produce,2,0.7,1.4,Fulfilled,Clubcard Pay+,Yes
TXN3590,2023-06-18,Watford,CUST2943,Semi-Skimmed Milk 2L,Grocery,1,1.02,1.02,Fulfilled,Card,Yes
TXN15653,2023-06-18,Luton,CUST0877,Cod Fillets 300g,Meat & Fish,3,3.82,11.46,Fulfilled,Card,Yes
TXN12333,2023-06-18,Luton,CUST2400,Deodorant 150ml,Health & Beauty,2,2.33,4.66,Fulfilled,Contactless,Yes
TXN14849,2023-06-18,Welwyn Garden City,CUST2143,Sports Drink 500ml,Drinks,2,1.2,0.0,Cancelled,Card,Yes
TXN1228,2023-06-18,Hemel Hempstead,CUST0968,Grapes 500g,Fresh Produce,2,1.96,3.92,Fulfilled,Contactless,Yes
TXN3611,2023-06-18,Welwyn Garden City,CUST1813,Bin Bags 40pk,Household,1,2.47,2.47,Fulfilled,Contactless,Yes
TXN10118,2023-06-19,Hertford,CUST0063,Pain au Chocolat 4pk,Bakery,1,2.32,2.32,Fulfilled,Card,Yes
TXN7366,2023-06-19,St Albans,CUST1312,Vitamins C 60pk,Health & Beauty,1,4.08,4.08,Fulfilled,Clubcard Pay+,Yes
TXN2379,2023-06-19,Stevenage,CUST0607,Coffee Beans 200g,Drinks,2,5.02,10.04,Fulfilled,Card,Yes
TXN7902,2023-06-19,Welwyn Garden City,CUST1782,Cucumber Each,Fresh Produce,3,0.55,1.65,Fulfilled,Card,Yes
TXN12535,2023-06-19,Hemel Hempstead,CUST0388,Bacon Rashers 200g,Meat & Fish,1,2.26,2.26,Fulfilled,Clubcard Pay+,Yes
TXN10081,2023-06-19,St Albans,CUST0710,Bacon Rashers 200g,Meat & Fish,1,2.24,2.24,Fulfilled,Contactless,No
TXN6605,2023-06-19,Stevenage,CUST1548,Chicken Thighs 1kg,Meat & Fish,1,4.08,4.08,Fulfilled,Clubcard Pay+,Yes
TXN1924,2023-06-19,St Albans,CUST2190,Hot Cross Buns 6pk,Bakery,6,1.62,9.72,Fulfilled,Contactless,Yes
TXN1356,2023-06-19,Welwyn Garden City,CUST1326,Toothpaste 100ml,Health & Beauty,3,1.48,4.44,Fulfilled,Contactless,Yes
TXN11689,2023-06-19,Hatfield,CUST1591,Muffins 4pk,Bakery,2,2.01,4.02,Fulfilled,Contactless,Yes
TXN14792,2023-06-19,Luton,CUST2152,Turkey Mince 500g,Meat & Fish,1,3.07,3.07,Fulfilled,Cash,Yes
TXN10035,2023-06-19,Luton,CUST2944,Doughnuts 5pk,Bakery,2,1.77,3.54,Fulfilled,Contactless,Yes
TXN12948,2023-06-19,Stevenage,CUST0568,Greek Yoghurt 500g,Grocery,1,1.61,1.61,Fulfilled,Cash,Yes
TXN3601,2023-06-19,Welwyn Garden City,CUST2488,Beef Mince 500g,Meat & Fish,2,3.19,6.38,Fulfilled,Card,Yes
TXN1902,2023-06-19,Welwyn Garden City,CUST1487,All-Purpose Cleaner 750ml,Household,1,1.85,1.85,Fulfilled,Contactless,Yes
TXN8467,2023-06-19,Luton,CUST2319,Baked Beans 4pk,Grocery,1,1.29,0.0,Cancelled,Contactless,Yes
TXN2944,2023-06-19,Watford,CUST2411,Frozen Peas 900g,Frozen,3,1.52,0.0,Cancelled,Card,Yes
TXN12325,2023-06-19,Hatfield,CUST2341,Cucumber Each,Fresh Produce,5,0.55,2.75,Fulfilled,Contactless,No
TXN1288,2023-06-19,Hatfield,CUST2624,Seeded Rolls 4pk,Bakery,1,1.28,1.28,Fulfilled,Card,Yes
TXN5368,2023-06-19,Welwyn Garden City,CUST1060,Coffee Beans 200g,Drinks,1,5.12,5.12,Fulfilled,Clubcard Pay+,No
TXN6981,2023-06-19,Welwyn Garden City,CUST1227,Seeded Rolls 4pk,Bakery,2,1.33,2.66,Fulfilled,Contactless,No
TXN1263,2023-06-19,Stevenage,CUST2836,Sourdough Loaf,Bakery,4,1.79,7.16,Fulfilled,Clubcard Pay+,Yes
TXN5359,2023-06-19,Welwyn Garden City,CUST0453,Turkey Mince 500g,Meat & Fish,4,3.09,12.36,Fulfilled,Clubcard Pay+,Yes
TXN1479,2023-06-19,Stevenage,CUST2652,Sports Drink 500ml,Drinks,3,1.19,3.57,Fulfilled,Cash,Yes
TXN1057,2023-06-19,Welwyn Garden City,CUST2393,Hot Cross Buns 6pk,Bakery,1,1.68,1.68,Fulfilled,Clubcard Pay+,Yes
TXN4797,2023-06-19,Welwyn Garden City,CUST0042,All-Purpose Cleaner 750ml,Household,1,1.85,1.85,Fulfilled,Clubcard Pay+,Yes
TXN10248,2023-06-19,Welwyn Garden City,CUST0175,Beef Mince 500g,Meat & Fish,2,3.27,6.54,Fulfilled,Contactless,Yes
TXN8763,2023-06-19,Luton,CUST1265,Grapes 500g,Fresh Produce,1,2.01,2.01,Fulfilled,Clubcard Pay+,No
TXN4098,2023-06-19,Welwyn Garden City,CUST2280,Orange Squash 750ml,Drinks,3,1.28,0.0,Cancelled,Contactless,Yes
TXN8126,2023-06-19,Welwyn Garden City,CUST0505,Pain au Chocolat 4pk,Bakery,1,2.29,2.29,Fulfilled,Card,Yes
TXN14609,2023-06-19,St Albans,CUST1283,Toilet Roll 9pk,Household,3,5.1,15.3,Fulfilled,Card,No
TXN8660,2023-06-19,Welwyn Garden City,CUST1753,Cherry Tomatoes 300g,Fresh Produce,3,1.2,3.6,Fulfilled,Contactless,Yes
TXN10172,2023-06-19,Welwyn Garden City,CUST1089,Orange Squash 750ml,Drinks,5,1.29,6.45,Fulfilled,Cash,No
TXN3172,2023-06-19,Welwyn Garden City,CUST0299,Coffee Beans 200g,Drinks,3,4.93,14.79,Fulfilled,Cash,Yes
TXN1283,2023-06-19,Welwyn Garden City,CUST2125,Paracetamol 16pk,Health & Beauty,1,0.97,0.97,Fulfilled,Card,No
TXN6348,2023-06-19,St Albans,CUST0315,Shower Gel 500ml,Health & Beauty,3,1.91,5.73,Fulfilled,Contactless,No
TXN9917,2023-06-19,Watford,CUST0800,Avocado Each,Fresh Produce,3,0.77,2.31,Fulfilled,Card,Yes
TXN7653,2023-06-19,Welwyn Garden City,CUST1516,Sparkling Water 6pk,Drinks,2,2.29,4.58,Fulfilled,Card,Yes
TXN13102,2023-06-19,Hertford,CUST0310,Free Range Eggs 6pk,Grocery,2,1.93,3.86,Fulfilled,Card,Yes
TXN12499,2023-06-19,Hertford,CUST2772,Cornflakes 500g,Grocery,1,1.92,1.92,Fulfilled,Cash,Yes
TXN14946,2023-06-19,Welwyn Garden City,CUST1242,Instant Coffee 200g,Drinks,4,3.78,15.12,Fulfilled,Contactless,Yes
TXN1381,2023-06-19,Luton,CUST0083,Frozen Peas 900g,Frozen,3,1.53,4.59,Fulfilled,Contactless,No
TXN14408,2023-06-19,Welwyn Garden City,CUST1095,Bagels 5pk,Bakery,3,1.45,4.35,Fulfilled,Contactless,Yes
TXN13777,2023-06-20,Hemel Hempstead,CUST0560,Cheddar Cheese 400g,Grocery,2,2.52,5.04,Fulfilled,Clubcard Pay+,Yes
TXN14118,2023-06-20,Hertford,CUST0838,Deodorant 150ml,Health & Beauty,5,2.32,11.6,Fulfilled,Card,Yes
TXN2941,2023-06-20,Hatfield,CUST0642,Pasta 500g,Grocery,3,0.9,2.7,Fulfilled,Cash,No
TXN9654,2023-06-20,St Albans,CUST2071,Fabric Softener 1L,Household,1,3.37,3.37,Fulfilled,Contactless,Yes
TXN1698,2023-06-20,Welwyn Garden City,CUST2222,Muffins 4pk,Bakery,2,1.96,3.92,Fulfilled,Card,Yes
TXN15626,2023-06-20,Hatfield,CUST0961,Washing Up Liquid 500ml,Household,3,1.07,3.21,Fulfilled,Contactless,No
TXN15258,2023-06-20,Welwyn Garden City,CUST2580,White Bread 800g,Grocery,4,1.13,4.52,Fulfilled,Contactless,No
TXN3554,2023-06-20,Welwyn Garden City,CUST1190,Shower Gel 500ml,Health & Beauty,3,1.91,5.73,Fulfilled,Cash,Yes
TXN10992,2023-06-20,St Albans,CUST1268,Baby Spinach 200g,Fresh Produce,3,1.27,3.81,Fulfilled,Card,Yes
TXN6236,2023-06-20,Luton,CUST1309,Carrots 1kg,Fresh Produce,1,0.64,0.0,Cancelled,Clubcard Pay+,No
TXN13626,2023-06-20,St Albans,CUST0912,Beef Mince 500g,Meat & Fish,2,3.2,0.0,Cancelled,Contactless,Yes
TXN10987,2023-06-20,Hatfield,CUST1161,Lamb Chops 400g,Meat & Fish,2,5.34,10.68,Fulfilled,Contactless,No
TXN5941,2023-06-20,St Albans,CUST1999,Deodorant 150ml,Health & Beauty,1,2.33,2.33,Fulfilled,Contactless,Yes
TXN4930,2023-06-20,Hertford,CUST0602,Vitamins C 60pk,Health & Beauty,2,3.9,7.8,Fulfilled,Card,Yes
TXN10001,2023-06-20,Stevenage,CUST1623,Semi-Skimmed Milk 2L,Grocery,1,1.05,1.05,Fulfilled,Clubcard Pay+,Yes
TXN5085,2023-06-20,Welwyn Garden City,CUST0279,Cheddar Cheese 400g,Grocery,2,2.47,4.94,Fulfilled,Cash,Yes
TXN4072,2023-06-20,Hatfield,CUST1314,Bin Bags 40pk,Household,2,2.54,5.08,Fulfilled,Contactless,Yes
TXN6096,2023-06-20,Watford,CUST2756,Kitchen Roll 6pk,Household,3,3.44,0.0,Cancelled,Contactless,Yes
TXN5928,2023-06-20,Luton,CUST0309,Baby Spinach 200g,Fresh Produce,2,1.3,2.6,Fulfilled,Cash,No
TXN12024,2023-06-20,St Albans,CUST1300,Seeded Rolls 4pk,Bakery,2,1.27,2.54,Fulfilled,Contactless,Yes
TXN15269,2023-06-20,Hatfield,CUST0297,Apples 6pk,Fresh Produce,2,1.26,2.52,Fulfilled,Card,Yes
TXN3781,2023-06-20,Watford,CUST2687,Washing Up Liquid 500ml,Household,3,1.09,3.27,Fulfilled,Contactless,Yes
TXN14973,2023-06-20,Hemel Hempstead,CUST0101,Bananas Bunch,Fresh Produce,1,0.7,0.7,Fulfilled,Contactless,No
TXN6419,2023-06-20,Hatfield,CUST0775,Veggie Burgers 4pk,Frozen,2,2.83,5.66,Fulfilled,Card,Yes
TXN6486,2023-06-20,Hatfield,CUST2215,Toothpaste 100ml,Health & Beauty,3,1.49,4.47,Fulfilled,Card,Yes
TXN15652,2023-06-20,St Albans,CUST1815,Chicken Thighs 1kg,Meat & Fish,1,4.08,4.08,Fulfilled,Contactless,No
TXN4047,2023-06-20,Hatfield,CUST0821,Veggie Burgers 4pk,Frozen,2,2.76,5.52,Fulfilled,Clubcard Pay+,Yes
TXN3642,2023-06-20,Watford,CUST0284,Green Tea 40pk,Drinks,1,2.51,2.51,Fulfilled,Contactless,No
TXN12276,2023-06-20,Hatfield,CUST1128,Sparkling Water 6pk,Drinks,5,2.25,11.25,Fulfilled,Card,Yes
TXN11076,2023-06-20,Hatfield,CUST0258,Muffins 4pk,Bakery,1,2.02,2.02,Fulfilled,Contactless,No
TXN8682,2023-06-20,Stevenage,CUST1158,Hot Cross Buns 6pk,Bakery,3,1.64,4.92,Fulfilled,Clubcard Pay+,No
TXN12712,2023-06-20,Luton,CUST1956,Semi-Skimmed Milk 2L,Grocery,1,1.04,1.04,Fulfilled,Clubcard Pay+,No
TXN12126,2023-06-20,Watford,CUST0249,Frozen Berries 500g,Frozen,2,2.33,4.66,Fulfilled,Clubcard Pay+,Yes
TXN9209,2023-06-20,Welwyn Garden City,CUST0939,Broccoli Head,Fresh Produce,2,0.89,1.78,Fulfilled,Contactless,Yes
TXN12876,2023-06-20,Watford,CUST1441,Shower Gel 500ml,Health & Beauty,3,1.88,5.64,Fulfilled,Card,Yes
TXN6907,2023-06-20,Watford,CUST2359,Shampoo 400ml,Health & Beauty,1,3.03,3.03,Fulfilled,Card,No
TXN1781,2023-06-20,Stevenage,CUST1442,Cola 6pk,Drinks,3,3.53,10.59,Fulfilled,Card,No
TXN5157,2023-06-20,Hemel Hempstead,CUST2177,Bacon Rashers 200g,Meat & Fish,1,2.33,2.33,Fulfilled,Card,Yes
TXN14243,2023-06-20,Luton,CUST0019,Seeded Rolls 4pk,Bakery,4,1.33,5.32,Fulfilled,Card,No
TXN5593,2023-06-20,Hatfield,CUST1709,Chicken Thighs 1kg,Meat & Fish,3,3.93,11.79,Fulfilled,Clubcard Pay+,Yes
TXN15107,2023-06-20,Hatfield,CUST2342,Cheddar Cheese 400g,Grocery,6,2.45,14.7,Fulfilled,Card,Yes
TXN14263,2023-06-20,Luton,CUST1900,Carrots 1kg,Fresh Produce,1,0.67,0.67,Fulfilled,Contactless,No
TXN10295,2023-06-20,Hemel Hempstead,CUST0970,Shampoo 400ml,Health & Beauty,4,3.01,12.04,Fulfilled,Cash,Yes
TXN11249,2023-06-20,Welwyn Garden City,CUST1141,Bagels 5pk,Bakery,2,1.48,2.96,Fulfilled,Contactless,Yes
TXN6783,2023-06-20,Welwyn Garden City,CUST0229,Cod Fillets 300g,Meat & Fish,2,3.75,7.5,Fulfilled,Card,Yes
TXN4346,2023-06-20,Hatfield,CUST2623,Avocado Each,Fresh Produce,2,0.8,1.6,Fulfilled,Clubcard Pay+,No
TXN10145,2023-06-20,St Albans,CUST2507,Crisps Multipack,Grocery,1,2.49,2.49,Fulfilled,Contactless,No
TXN11251,2023-06-20,Hatfield,CUST2949,Crisps Multipack,Grocery,2,2.43,4.86,Fulfilled,Card,No
TXN13600,2023-06-20,Hatfield,CUST1314,Avocado Each,Fresh Produce,1,0.79,0.79,Fulfilled,Card,Yes
TXN15235,2023-06-20,Hertford,CUST2531,Baked Beans 4pk,Grocery,4,1.32,5.28,Fulfilled,Clubcard Pay+,Yes
TXN13433,2023-06-20,Stevenage,CUST1223,Washing Up Liquid 500ml,Household,2,1.11,2.22,Fulfilled,Contactless,Yes
TXN4412,2023-06-20,Welwyn Garden City,CUST2754,Chicken Thighs 1kg,Meat & Fish,2,4.05,8.1,Fulfilled,Contactless,No
TXN15939,2023-06-21,Watford,CUST1825,Cod Fillets 300g,Meat & Fish,1,3.72,3.72,Fulfilled,Card,Yes
TXN4556,2023-06-21,Hatfield,CUST1045,Fabric Softener 1L,Household,1,3.23,3.23,Fulfilled,Contactless,No
TXN11221,2023-06-21,Luton,CUST0724,Cheddar Cheese 400g,Grocery,1,2.47,0.0,Cancelled,Contactless,Yes
TXN15791,2023-06-21,St Albans,CUST2541,Orange Squash 750ml,Drinks,2,1.3,2.6,Fulfilled,Card,Yes
TXN11570,2023-06-21,Luton,CUST2760,Kitchen Roll 6pk,Household,1,3.46,0.0,Cancelled,Contactless,Yes
TXN14696,2023-06-21,Hertford,CUST1638,Lamb Chops 400g,Meat & Fish,1,5.62,5.62,Fulfilled,Contactless,Yes
TXN6448,2023-06-21,Stevenage,CUST0097,Chicken Nuggets 500g,Frozen,3,3.06,9.18,Fulfilled,Clubcard Pay+,Yes
TXN1563,2023-06-21,Welwyn Garden City,CUST0929,Sweet Potatoes 1kg,Fresh Produce,2,1.52,3.04,Fulfilled,Card,No
TXN13056,2023-06-21,Watford,CUST2220,Bacon Rashers 200g,Meat & Fish,2,2.3,4.6,Fulfilled,Clubcard Pay+,Yes
TXN1224,2023-06-21,Hatfield,CUST2066,Apples 6pk,Fresh Produce,2,1.29,2.58,Fulfilled,Card,Yes
TXN9681,2023-06-21,Watford,CUST1988,Washing Powder 2kg,Household,1,5.55,5.55,Fulfilled,Clubcard Pay+,Yes
TXN9690,2023-06-21,St Albans,CUST1592,Bell Peppers 3pk,Fresh Produce,6,1.53,9.18,Fulfilled,Contactless,Yes
TXN1517,2023-06-21,Watford,CUST0082,Avocado Each,Fresh Produce,2,0.81,1.62,Fulfilled,Card,Yes
TXN2514,2023-06-21,Welwyn Garden City,CUST2465,Frozen Berries 500g,Frozen,1,2.28,2.28,Fulfilled,Card,Yes
TXN5395,2023-06-21,Watford,CUST2817,Croissants 4pk,Bakery,3,1.9,5.7,Fulfilled,Contactless,Yes
TXN12424,2023-06-21,Watford,CUST2156,Vitamins C 60pk,Health & Beauty,1,4.05,0.0,Cancelled,Card,Yes
TXN12812,2023-06-21,Welwyn Garden City,CUST1780,Bin Bags 40pk,Household,2,2.44,4.88,Fulfilled,Card,No
TXN12416,2023-06-21,Hemel Hempstead,CUST0745,Chicken Nuggets 500g,Frozen,1,2.97,0.0,Cancelled,Card,Yes
TXN12014,2023-06-21,Hemel Hempstead,CUST2792,Beef Mince 500g,Meat & Fish,2,3.26,6.52,Fulfilled,Contactless,Yes
TXN9789,2023-06-21,Luton,CUST2070,Sparkling Water 6pk,Drinks,1,2.27,2.27,Fulfilled,Cash,Yes
TXN13093,2023-06-21,Watford,CUST0921,Sparkling Water 6pk,Drinks,2,2.24,4.48,Fulfilled,Clubcard Pay+,No
TXN14510,2023-06-21,St Albans,CUST0546,Crisps Multipack,Grocery,3,2.47,7.41,Fulfilled,Contactless,No
TXN12385,2023-06-21,St Albans,CUST0733,Cod Fillets 300g,Meat & Fish,1,3.75,3.75,Fulfilled,Card,No
TXN3704,2023-06-21,Watford,CUST1111,Grapes 500g,Fresh Produce,3,1.96,5.88,Fulfilled,Cash,No
TXN4315,2023-06-21,Luton,CUST2712,All-Purpose Cleaner 750ml,Household,2,1.86,3.72,Fulfilled,Card,No
TXN6355,2023-06-21,St Albans,CUST2610,Cornflakes 500g,Grocery,1,1.94,1.94,Fulfilled,Card,No
TXN15709,2023-06-21,Welwyn Garden City,CUST2561,Cheddar Cheese 400g,Grocery,1,2.54,2.54,Fulfilled,Card,No
TXN10847,2023-06-21,St Albans,CUST1784,Cucumber Each,Fresh Produce,1,0.54,0.54,Fulfilled,Contactless,Yes
TXN15614,2023-06-21,Stevenage,CUST1677,Strawberries 400g,Fresh Produce,3,1.97,5.91,Fulfilled,Card,Yes
TXN1363,2023-06-21,Stevenage,CUST0443,Bacon Rashers 200g,Meat & Fish,1,2.32,2.32,Fulfilled,Card,Yes
TXN9312,2023-06-21,Welwyn Garden City,CUST2438,Lamb Chops 400g,Meat & Fish,1,5.39,0.0,Cancelled,Contactless,Yes
TXN7039,2023-06-21,Hemel Hempstead,CUST2188,Sourdough Loaf,Bakery,3,1.71,5.13,Fulfilled,Contactless,Yes
TXN9527,2023-06-21,Watford,CUST2205,Broccoli Head,Fresh Produce,4,0.87,3.48,Fulfilled,Card,No
TXN4108,2023-06-21,Stevenage,CUST1468,Tomato Soup 4pk,Grocery,2,2.02,4.04,Fulfilled,Cash,Yes
TXN2216,2023-06-21,Welwyn Garden City,CUST2718,Washing Powder 2kg,Household,1,5.51,5.51,Fulfilled,Clubcard Pay+,Yes
TXN6896,2023-06-21,Hemel Hempstead,CUST0227,Butter 250g,Grocery,2,1.83,3.66,Fulfilled,Cash,No
TXN4736,2023-06-21,Luton,CUST0286,Croissants 4pk,Bakery,3,1.92,5.76,Fulfilled,Contactless,Yes
TXN8510,2023-06-21,Watford,CUST1871,Frozen Chips 1.5kg,Frozen,2,1.94,0.0,Cancelled,Card,Yes
TXN7897,2023-06-21,Welwyn Garden City,CUST0699,Fabric Softener 1L,Household,3,3.26,9.78,Fulfilled,Card,Yes
TXN13819,2023-06-21,Stevenage,CUST1129,Fabric Softener 1L,Household,2,3.34,6.68,Fulfilled,Contactless,Yes
TXN7117,2023-06-21,Hertford,CUST1078,Baby Spinach 200g,Fresh Produce,1,1.28,1.28,Fulfilled,Clubcard Pay+,No
TXN5331,2023-06-21,Welwyn Garden City,CUST2919,Moisturiser 200ml,Health & Beauty,3,4.48,13.44,Fulfilled,Contactless,No
TXN7788,2023-06-21,Hemel Hempstead,CUST0780,Deodorant 150ml,Health & Beauty,2,2.33,0.0,Cancelled,Clubcard Pay+,Yes
TXN10058,2023-06-21,Hatfield,CUST2624,Fabric Softener 1L,Household,5,3.25,16.25,Fulfilled,Clubcard Pay+,Yes
TXN2736,2023-06-21,St Albans,CUST0069,Pasta 500g,Grocery,4,0.9,3.6,Fulfilled,Card,No
TXN10792,2023-06-21,Welwyn Garden City,CUST0166,Fish Fingers 30pk,Frozen,2,3.32,6.64,Fulfilled,Contactless,No
TXN9766,2023-06-22,Watford,CUST2836,Chicken Thighs 1kg,Meat & Fish,2,4.11,0.0,Cancelled,Contactless,Yes
TXN5298,2023-06-22,St Albans,CUST2621,Orange Squash 750ml,Drinks,2,1.29,0.0,Cancelled,Contactless,Yes
TXN13377,2023-06-22,Luton,CUST1337,Deodorant 150ml,Health & Beauty,2,2.33,4.66,Fulfilled,Clubcard Pay+,Yes
TXN1407,2023-06-22,Welwyn Garden City,CUST0772,Salmon Fillets 2pk,Meat & Fish,1,4.61,4.61,Fulfilled,Contactless,No
TXN4986,2023-06-22,Welwyn Garden City,CUST0326,Fish Fingers 30pk,Frozen,1,3.3,3.3,Fulfilled,Clubcard Pay+,No
TXN13499,2023-06-22,Watford,CUST2509,Frozen Pizza Margherita,Frozen,1,2.47,2.47,Fulfilled,Clubcard Pay+,Yes
TXN14282,2023-06-22,Luton,CUST1627,Sourdough Loaf,Bakery,3,1.79,5.37,Fulfilled,Clubcard Pay+,Yes
TXN1857,2023-06-22,St Albans,CUST0568,Sports Drink 500ml,Drinks,4,1.21,4.84,Fulfilled,Card,Yes
TXN4170,2023-06-22,Luton,CUST0506,Fabric Softener 1L,Household,3,3.31,9.93,Fulfilled,Card,No
TXN15745,2023-06-22,St Albans,CUST2718,Carrots 1kg,Fresh Produce,1,0.65,0.65,Fulfilled,Card,Yes
TXN6047,2023-06-22,Stevenage,CUST1163,Vitamins C 60pk,Health & Beauty,1,4.04,4.04,Fulfilled,Contactless,Yes
TXN2884,2023-06-22,Welwyn Garden City,CUST1490,Deodorant 150ml,Health & Beauty,2,2.27,4.54,Fulfilled,Cash,Yes
TXN10204,2023-06-22,Hertford,CUST0028,Fish Fingers 30pk,Frozen,3,3.21,0.0,Cancelled,Card,No
TXN10200,2023-06-22,Hertford,CUST2473,Wholemeal Bread 800g,Grocery,1,1.28,1.28,Fulfilled,Cash,No
TXN7965,2023-06-22,Welwyn Garden City,CUST0331,Frozen Pizza Margherita,Frozen,2,2.44,4.88,Fulfilled,Card,Yes
TXN2232,2023-06-22,Hatfield,CUST1397,Deodorant 150ml,Health & Beauty,3,2.3,6.9,Fulfilled,Card,Yes
TXN13577,2023-06-22,Stevenage,CUST0697,Lamb Chops 400g,Meat & Fish,3,5.41,16.23,Fulfilled,Card,Yes
TXN8641,2023-06-22,Hatfield,CUST1844,Frozen Peas 900g,Frozen,3,1.51,4.53,Fulfilled,Clubcard Pay+,Yes
TXN7466,2023-06-22,Stevenage,CUST1188,Tomato Soup 4pk,Grocery,1,1.97,1.97,Fulfilled,Cash,Yes
TXN10835,2023-06-22,Welwyn Garden City,CUST2376,Washing Up Liquid 500ml,Household,5,1.11,5.55,Fulfilled,Clubcard Pay+,Yes
TXN11214,2023-06-22,Hemel Hempstead,CUST2022,Muffins 4pk,Bakery,4,2.0,8.0,Fulfilled,Contactless,Yes
